src_lang,tgt_lang,src,tgt
eng_Latn,hin_Deva,"A gullible Jalaluddin set out for Kara with his army.
","सीधे-सादे जलालुद्दीन अपनी सेना के साथ कारा के लिए रवाना हो गए।
"
eng_Latn,hin_Deva,"He requested a letter of pardon signed by the Sultan, which the Sultan immediately despatched through messengers.
","उन्होंने सुल्तान द्वारा हस्ताक्षरित किए  गए क्षमा पत्र का अनुरोध किया, जिसे सुल्तान ने तुरंत दूतों के हाथ भेज दिया।
"
eng_Latn,hin_Deva,"While instigating Alauddin to revolt against Jalaluddin, Malik Chajju's supporters emphasized that he needed a lot of money to raise a large army and stage a successful coup: Malik Chajju's revolt had failed for want of resources.
","जलालुद्दीन के खिलाफ विद्रोह के लिए अलाउद्दीन को उकसाते हुए, मलिक छज्जू के समर्थकों ने जोर देकर कहा कि उन्हें एक बड़ी सेना बनाने और एक सफल तख्तापलट करने के लिए बहुत धन की आवश्यकता होगी: मलिक छज्जू का विद्रोह संसाधनों की कमी के कारण विफल हो गया था।
"
eng_Latn,hin_Deva,"Having suddenly become a princess after Jalaluddin's rise as a monarch, she was very arrogant and tried to dominate Alauddin.
","जलालुद्दीन के राजा के रूप में उदय के बाद अचानक राजकुमारी बनने पर वह बहुत अहंकारी हो गई थी और अलाउद्दीन पर हावी होने की कोशिश करने लगी।
"
eng_Latn,hin_Deva,"He was the eldest son of Shihabuddin Mas'ud, who was the elder brother of the Khalji dynasty's founder Sultan Jalaluddin.
","वे शिहाबुद्दीन मसूद के सबसे बड़े बेटे थे, जो खिलजी वंश के संस्थापक सुल्तान जलालुद्दीन के बड़े भाई थे।
"
eng_Latn,hin_Deva,"Contemporary chroniclers did not write much about Alauddin's childhood.
","समकालीन इतिहासकारों ने अलाउद्दीन के बचपन के बारे में ज्यादा कुछ नहीं लिखा।
"
eng_Latn,hin_Deva,"The military commanders that successfully led his army against the Mongols include Zafar Khan, Ulugh Khan, and his slave-general Malik Kafur.
","मंगोलों के खिलाफ उनकी सेना का सफलतापूर्वक नेतृत्व करने वाले सेनापतियों में जफर खान, उलुघ खान और उनके गुलाम-सेनापति मलिक काफूर शामिल थे।
"
eng_Latn,hin_Deva,"After killing Jalaluddin, he consolidated his power in Delhi, and subjugated Jalaluddin's sons in Multan.
","जलालुद्दीन की हत्या के बाद, उन्होंने  दिल्ली में अपनी सत्ता को मजबूत किया, और मुल्तान में जलालुद्दीन के बेटों को अपने अधीन कर लिया।
"
eng_Latn,hin_Deva,"He also successfully fended off several Mongol invasions of India.
","उन्होंने भारत पर मंगोल आक्रमणों का सफलतापूर्वक सामना किया।
"
eng_Latn,hin_Deva,"Alauddin instituted a number of significant administrative changes, related to revenues, price controls, and society.
","अलाउद्दीन ने कई महत्वपूर्ण प्रशासनिक बदलाव स्थापित किए जो राजस्व, मूल्य नियंत्रण और समाज से संबंधित थे।
"
eng_Latn,hin_Deva,"Despite these innovations, most soldiers used bows and arrows, the quality of sword manufacture was so poor that they preferred to use ones imported from England, and the operation of the cannons was entrusted not to Mughals but to European gunners.
","इन नवाचारों के बावजूद, अधिकांश सैनिक धनुष और तीर का उपयोग करते थे, तलवार निर्माण की गुणवत्ता इतनी खराब थी कि वे इंग्लैंड से आयात किए गए हथियारों का उपयोग करना पसंद करते थे, और तोपों का संचालन मुगलों को नहीं बल्कि यूरोपीय बंदूकधारियों को सौंपा जाता था।
"
eng_Latn,hin_Deva,"The main gates of Golconda had the ability to repulse any war elephant attack.
","गोलकोंडा के मुख्य द्वार इतने मजबूत थे कि युद्ध के हाथियों के हमले भी उनको तोड़ नहीं सकते थे।
"
eng_Latn,hin_Deva,"The first prominent execution during the long reign of Aurangzeb started with that of his brother Prince Dara Shikoh, who was accused of being influenced by Hinduism although some sources argue it was done for political reasons.
","औरंगजेब के लंबे शासनकाल के दौरान पहला महत्वपूर्ण मृत्युदण्ड उनके भाई राजकुमार दारा शिकोह का था, जिन पर हिंदू धर्म से प्रभावित होने का आरोप लगाया गया था, हालांकि कुछ स्रोतों का तर्क है कि यह राजनीतिक कारणों से किया गया था।
"
eng_Latn,hin_Deva,"Whilst constructing mosques were considered an act of royal duty to subjects, there are also several firmans in Aurangzeb's name, supporting temples, maths, chishti shrines, and gurudwaras, including Mahakaleshwar temple of Ujjain, a gurudwara at Dehradun, Balaji temple of Chitrakoot, Umananda Temple of Guwahati and the Shatrunjaya Jain temples, among others.
","जबकि मस्जिदों का निर्माण करना शाही कर्त्तव्यों में से एक माना जाता था, औरंगजेब के नाम पर कई फरमान थे, जिनमें मंदिरों, मठों, चिश्ती की दरगाह, और गुरुद्वारों का समर्थन भी किया गया था, जिनमें से कुछ थे उज्जैन का महाकालेश्वर मंदिर, देहरादून का गुरुद्वारा, चित्रकूट का बालाजी मंदिर, गुवाहाटी का उमानंद मंदिर और शत्रुंजय जैन मंदिर।
"
eng_Latn,hin_Deva,"Between 1679 and 1707, the number of Hindu officials in the Mughal administration rose by half, to represent 31.
","1679 और 1707 के बीच मुगल प्रशासन में हिंदू अधिकारियों की संख्या, आधे से बढ़कर 31 हो गई।
"
eng_Latn,hin_Deva,"In 1658, Aurangzeb arranged his formal coronation in Delhi.
","1658 में औरंगजेब ने अपने औपचारिक राज्याभिषेक की व्यवस्था दिल्ली में की।
"
eng_Latn,hin_Deva,"Shah Shuja, who had declared himself emperor in Bengal began to annex more territory and this prompted Aurangzeb to march from Punjab with a new and large army that fought during the Battle of Khajwa, where Shah Shuja and his chain-mail armoured war elephants were routed by the forces loyal to Aurangzeb.
","शाह शुजा ने, जिसने स्वयं को बंगाल में सम्राट घोषित कर दिया था, और अधिक क्षेत्रों पर कब्जा करना शुरू कर दिया और इस वजह से औरंगजेब पंजाब से एक ऐसी नई और बड़ी सेना के साथ कूच करने के लिए तत्पर हो गया, जो खजवा के युद्ध के दौरान लड़ी, जहाँ शाह शुजा और उनके जंजीर-कवच के बख्तरबंद युद्ध के हाथियों को औरंगजेब के वफादार सैन्यबलों ने पराजित कर दिया।
"
eng_Latn,hin_Deva,"Realising that his recalled Bihar forces would not arrive at Agra in time to resist the emboldened Aurangzeb's advance, Dara scrambled to form alliances in order but found that Aurangzeb had already courted key potential candidates.
","यह महसूस करते हुए कि उनकी वापस बुलाई गई बिहार की सेनाएं और अधिक दृढ़ हो गए औरंगजेब के आगे बढ़ते आने का विरोध करने के लिए समय पर आगरा नहीं पहुंचेंगी, दारा किसी तरह से गठबंधन बनाने में जुट गया, लेकिन उसने पाया कि औरंगजेब ने पहले ही संभावित उम्मीदवारों समर्थन माँग लिया था।
"
eng_Latn,hin_Deva,"Rumours of the death of Shah Jahan abounded and the younger sons were concerned that Dara might be hiding it for Machiavellian reasons.
","शाहजहाँ की मृत्यु की अफवाहें फैल गईं और छोटे बेटे चिंतित थे कि दारा शायद कूटनीतिपूर्ण कारणों से इसे छिपा रहा था।
"
eng_Latn,hin_Deva,"So poor was the area that grants were required from Malwa and Gujarat in order to maintain the administration and the situation caused ill-feeling between father and son.
","क्षेत्र इतना गरीब था की व्यवस्था बनाए रखने के लिए मालवा और गुजरात से अनुदान ने की आवश्यकता होती थी और इस स्थिति से पिता और पुत्र के बीच दुर्भावना पैदा हो गई।
"
eng_Latn,hin_Deva,"The two sides were in stalemate and Aurangzeb discovered that his army could not live off the land, which was devastated by war.
","दोनों पक्ष गतिरोध में थे और औरंगजेब को पता चला कि उनकी सेना उस भूमि से निर्वाह नहीं कर सकती थी, जो युद्ध से तबाह हो गई थी।
"
eng_Latn,hin_Deva,"Shah Jahan had been nursing Jahanara back to health in that time and thousands of vassals had arrived in Agra to pay their respects.
","उस समय शाहजहाँ जहाँआरा के वापस स्वास्थ्य लाभ के लिए उनकी देखभाल कर रहे थे और हजारों जागीरदार उनहें सम्मान देने के लिए आगरा पहुंचे थे।
"
eng_Latn,hin_Deva,"Aurangzeb and his brother were consequently reunited with Shah Jahan in Agra.
","इसके परिणामस्वरूप औरंगजेब और उनके भाई शाहजहाँ के साथ आगरा में फिर से मिल सके।
"
eng_Latn,hin_Deva,"He was the third son and sixth child of Shah Jahan and Mumtaz Mahal.
","वे शाहजहाँ और मुमताज महल के तीसरे पुत्र और छठी संतान थे।
"
eng_Latn,hin_Deva,"At the World Cup in the West Indies, Tendulkar and the Indian cricket team led by Rahul Dravid had a dismal campaign.
","वेस्ट इंडीज में हुए विश्व कप में राहुल द्रविड़ की अगुवाई वाली भारतीय क्रिकेट टीम  और तेंदुलकर का निराशाजनक प्रदर्शन  रहा।
"
eng_Latn,hin_Deva,"During the preparation for the 2007 World Cup, Tendulkar's attitude was criticized by Indian team coach Greg Chappell.
","2007 विश्व कप की तैयारी के दौरान भारतीय दल के कोच ग्रेग चैपल ने तेंदुलकर के रवैये की आलोचना की थी।
"
eng_Latn,hin_Deva,"The drawn series as India toured Australia in 2003-04 saw Tendulkar making his mark in the last Test of the series, scoring 241 not out from 436 balls with 33 fours at a strike rate of 55.
","भारत के 2003-04 के ऑस्ट्रेलियाई दौरे की शृंखला में, जोकि बराबरी पर रही, तेंदुलकर ने अंतिम टेस्ट में अपनी छाप छोड़ते हुए 55 के स्ट्राइक रेट से और 33 चौकों की मदद से 436 गेंदों में 241 नाबाद रन बनाए।
"
eng_Latn,hin_Deva,"In the second Test at Port of Spain, Sachin Tendulkar scored 117 in the first innings, his 29th Test century in his 93rd Test match, to equal Sir Donald Bradman's record of 29 Test hundreds.
","पोर्ट ऑफ स्पेन में दूसरे टेस्ट में, सचिन तेंदुलकर ने पहली पारी में 117 रन बनाए, जो उनके 93वें टेस्ट मैच में उनका 29वां टेस्ट शतक था, जिससे वे सर डॉन ब्रैडमैन के 29 टेस्ट शतकों के रिकॉर्ड की बराबरी कर सके।
"
eng_Latn,hin_Deva,"During the Indian team's 2007 tour of England, the desire of Rahul Dravid to resign from the captaincy became known.
","भारतीय टीम के 2007 के इंग्लैंड दौरे के दौरान, राहुल द्रविड़ की कप्तानी छोड़ने की इच्छा का पता चला।
"
eng_Latn,hin_Deva,"When Tendulkar took over as captain in 1996, it was with huge hopes and expectations.
","जब तेंदुलकर ने 1996 में कप्तान के रूप में पदभार संभाला, तो उनसे बड़ी आशाएं और उम्मीदें थीं।
"
eng_Latn,hin_Deva,"In the Test against Pakistan at Chepauk in 1999, the first of a two-Test series, Sachin scored 136 in the fourth innings with India chasing 271 for victory.
","1999 में पाकिस्तान के खिलाफ चेपौक में दो टेस्ट मैचों की श्रृंखला के पहले मैच में सचिन ने चौथी पारी में 136 रन बनाए, जिसमें भारत ने जीत के लिए 271 रन का पीछा किया था।
"
eng_Latn,hin_Deva,"Around 100,000 people came to support India during the initial four days of the tournament, breaking a 63-year-old record for aggregate Test attendance record.
","प्रतियोगिता के शुरुआती चार दिनों के दौरान लगभग 100,000 लोग भारत का समर्थन करने के लिए आए, जिन्होंने कुल मिलाकर टेस्ट उपस्थिति के लिए 63 साल पुराना रिकॉर्ड तोड़ा।
"
eng_Latn,hin_Deva,"It was said that during the Emergency he virtually ran India along with his friends, especially Bansi Lal.
","ऐसा कहा जाता था कि आपातकाल के दौरान वस्तुतः उन्होंने अपने दोस्तों, विशेष रूप से बंसीलाल, के साथ भारत को चलाया था।
"
eng_Latn,hin_Deva,"This inning of Tendulkar's is famous as 'Desert storm', as this match was interrupted by a desert storm.
","तेंदुलकर की यह पारी 'डेजर्ट स्टॉर्म' के रूप में प्रसिद्ध है, क्योंकि इस मैच में एक रेगिस्तानी तूफान ने बाधा डाली थी।
"
eng_Latn,hin_Deva,"Tendulkar's performance through the years 1994-1999 coincided with his physical peak, in his early twenties.
","1994-1999 में तेंदुलकर की उम्र जब बीस-से पच्चीस वर्ष की थी तब वे शारीरिक रूप से शीर्ष पर थे और साथ ही उनका खेल-प्रदर्शन भी शीर्ष पर था।
"
eng_Latn,hin_Deva,"He then scored 114 on a fast, bouncing pitch in the final Test at Perth against a pace attack comprising Merv Hughes, Bruce Reid and Craig McDermott.
","इसके बाद उन्होंने एक तेज, उछाल भरी पिच पर पर्थ में अंतिम टेस्ट में मर्व ह्यूस, ब्रूस रीड और क्रेग मैकडरमोट के तेज आक्रमण के खिलाफ 114 रन बनाए।
"
eng_Latn,hin_Deva,"Though only 5ft 5in tall, he was still able to control without difficulty short deliveries from the English pacemen.
","हालांकि वे केवल 5 फीट 5 इंच लंबे थे, वे बिना किसी कठिनाई के अंग्रेज़ तेज गेंदबाजों की शॉर्ट डिलीवरी को नियंत्रित करने में सक्षम थे।
"
eng_Latn,hin_Deva,"He followed this by scoring a century in his first Deodhar and Duleep Trophies, which are also Indian domestic tournaments.
","इसके बाद भारतीय घरेलू प्रतियोगिताएँ, देवधर और दुलीप ट्रॉफी के मैचों में उन्होंने अपने पहले शतक बनाए।
"
eng_Latn,hin_Deva,"Tendulkar now considers the 13 coins he won then as some of his most prized possessions.
","तेंदुलकर अब उन 13 सिक्कों को जो उन्होंने उस समय जीते थे अपनी सबसे मूल्यवान संपत्ति मानते हैं ।
"
eng_Latn,hin_Deva,"Ajit requested the coach to give him another chance at playing, but watch while hiding behind a tree.
","अजीत ने प्रशिक्षक से उन्हें खेलने का एक और मौका देने का अनुरोध किया, और यह भी कहा कि वे पेड़ के पीछे छिपकर देख देखें।
"
eng_Latn,hin_Deva,"In the first meeting, Sachin did not able to play his best game.
","पहली मुलाकात में, सचिन अपना सर्वश्रेष्ठ खेल नहीं खेल पाए।
"
eng_Latn,hin_Deva,"In 2019 he was inducted into the ICC Cricket Hall of Fame.
","2019 में उन्हें आईसीसी क्रिकेट प्रसिद्धि दीर्घा में शामिल किया गया।
"
eng_Latn,hin_Deva,"In 2013, Tendulkar was included in an all-time Test World XI compiled in 2013 to mark the 150th anniversary of Wisden Cricketers' Almanack and he was only batsman of post war era along with Viv Richards to get featured in the team.
","2013 में, तेंदुलकर को विज़्डन क्रिकेटर्स एल्मनैक की 150 वीं वर्षगांठ के अवसर पर 2013 में संकलित सर्वकालिक टेस्ट विश्व एकादश में शामिल किया गया और वे, विव रिचर्ड्स के साथ, टीम में युद्ध के बाद के युग के शामिल होने वाले एकमात्र बल्लेबाज थे।
"
eng_Latn,hin_Deva,"Tendulkar was awarded the Sir Garfield Sobers Trophy for cricketer of the year at the 2010 ICC Awards.
","तेंदुलकर को 2010 के आई.सी.सी. पुरस्कारों में वर्ष के सर्वश्रेष्ठ क्रिकेट खिलाड़ी के लिए सर गारफील्ड सोबर्स ट्रॉफी से सम्मानित किया गया।
"
eng_Latn,hin_Deva,"In 2002, halfway through his career, Wisden ranked him the second-greatest Test batsman of all time, behind Don Bradman, and the second-greatest ODI batsman of all time, behind Viv Richards.
","2002 में, अपने कार्यकाल के आधे भाग में, विज़्डन ने उन्हें डॉन ब्रैडमैन के बाद सर्वकालिक दूसरे सबसे महान टेस्ट बल्लेबाज और विव रिचर्ड्स के बाद सर्वकालिक दूसरे सबसे महान एकदिवसीय बल्लेबाज का दर्जा दिया।
"
eng_Latn,hin_Deva,"Tendulkar took up cricket at the age of eleven, made his Test match debut on 15 November 1989 against Pakistan in Karachi at the age of sixteen, and went on to represent Mumbai domestically and India internationally for close to twenty-four years.
","तेंडुलकर ने ग्यारह वर्ष की उम्र में क्रिकेट खेलना शुरू किया, कराची में 16 वर्ष की उम्र में पाकिस्तान के खिलाफ 15 नवंबर 1989 को टेस्ट मैचों में पदार्पण किया, और लगभग चौबीस वर्षों तक घरेलू रूप से मुंबई और अंतर्राष्ट्रीय स्तर पर भारत का प्रतिनिधित्व किया।
"
eng_Latn,hin_Deva,"Afterwards, they were taken away by other guards into a closed room where Beant was shot dead.
","इसके बाद अन्य रक्षक उन्हें एक बंद कमरे में ले गए जहाँ बेअंत को गोली मार दी गई।
"
eng_Latn,hin_Deva,"Harjinder Singh Dilgeer stated that she attacked the temple complex to present herself as a great hero in order to win the general elections planned towards the end of 1984.
","हरजिंदर सिंह दिलगीर ने कहा कि उन्होंने 1984 के अंत में नियोजित आम चुनाव जीतने के लिए खुद को एक महान नायक के रूप में प्रस्तुत करने के लिए मंदिर परिसर पर हमला किया।
"
eng_Latn,hin_Deva,"The number of casualties remains disputed with estimates ranging from many hundreds to many thousands.
","हताहतों की संख्या सैकड़ों से लेकर हजारों तक के अनुमानों के साथ विवादित बनी हुई है।
"
eng_Latn,hin_Deva,"The operation badly damaged or destroyed parts of the Temple complex, including the Akal Takht shrine and the Sikh library.
","ऑपरेशन में अकाल तख्त मंदिर और सिख पुस्तकालय सहित मंदिर परिसर के कुछ हिस्से बुरी तरह से क्षतिग्रस्त या नष्ट हो गए।
"
eng_Latn,hin_Deva,"He wielded tremendous power during the emergency without holding any government office.
","आपातकाल के दौरान बिना किसी सरकारी पद के उन्होंने जबरदस्त शक्ति का उपयोग किया।
"
eng_Latn,hin_Deva,"The company launched its first Indian manufactured car in 1984.
","कंपनी ने 1984 में भारत में निर्मित अपनी पहली कार को बाजार में उतारा।
"
eng_Latn,hin_Deva,"The Congress Party under Gandhi swept back into power in January 1980.
","गांधी के नेतृत्व में कांग्रेस पार्टी जनवरी 1980 में सत्ता में तेज़ी से और बेहद स्पष्ट रूप से वापस आई।
"
eng_Latn,hin_Deva,"Before the 1980 elections Gandhi approached the then Shahi Imam of Jama Masjid, Syed Abdullah Bukhari and entered into an agreement with him on the basis of 10-point programme to secure the support of the Muslim votes.
","1980 के चुनावों से पहले गांधी ने जामा मस्जिद के तत्कालीन शाही इमाम सैयद अब्दुल्ला बुखारी से संपर्क किया और मुस्लिम वोटों का समर्थन हासिल करने के लिए 10 बिंदुओं वाले कार्यक्रम के आधार पर उनके साथ एक समझौता किया।
"
eng_Latn,hin_Deva,"The alliance parties later merged to form the Janata Party under the guidance of Gandhian leader, Jayaprakash Narayan.
","बाद में गठबंधन दलों का विलय कर गांधीवादी नेता जयप्रकाश नारायण के मार्गदर्शन में जनता पार्टी का गठन किया गया।
"
eng_Latn,hin_Deva,"The Janata alliance, with Jai Prakash Narayan as its spiritual guide, claimed the elections were the last chance for India to choose between ""democracy and dictatorship"".
","आध्यात्मिक मार्गदर्शक के रूप जयप्रकाश नारायण के साथ, जनता गठबंधन ने दावा किया कि चुनाव भारत के लिए ""लोकतंत्र और तानाशाही"" के बीच चयन करने का अंतिम मौका है।
"
eng_Latn,hin_Deva,"Finally, the impending legislative assembly elections were postponed indefinitely, with all opposition-controlled state governments being removed by virtue of the constitutional provision allowing for a dismissal of a state government on the recommendation of the state's governor.
","अंत में, आसन्न विधानसभा चुनावों को अनिश्चितकाल के लिए स्थगित कर दिया गया, जिसमें राज्य के राज्यपाल की सिफारिश पर राज्य सरकार को बर्खास्त करने की अनुमति देने वाले संवैधानिक प्रावधान के आधार पर सभी विपक्ष-नियंत्रित राज्य सरकारों को हटा दिया गया।
"
eng_Latn,hin_Deva,"Gandhi moved to restore order by ordering the arrest of most of the opposition participating in the unrest.
","गाँधी ने अशांति में भाग लेने वाले अधिकांश विपक्ष की गिरफ्तारी का आदेश देकर व्यवस्था को बहाल करने का प्रयास किया।
"
eng_Latn,hin_Deva,"After news of the verdict spread, hundreds of supporters demonstrated outside her house, pledging their loyalty.
","फैसले की खबर फैलने के बाद सैकड़ों समर्थकों ने उनके प्रति अपनी वफादारी का संकल्प लेते हुए उनके घर के बाहर प्रदर्शन किया।
"
eng_Latn,hin_Deva,"Despite the victory against Pakistan, the Congress government faced numerous problems during this term.
","पाकिस्तान के खिलाफ जीत के बावजूद, कांग्रेस सरकार को इस कार्यकाल के दौरान कई समस्याओं का सामना करना पड़ा।
"
eng_Latn,hin_Deva,"Gandhi's biggest achievement following the 1971 election came in December 1971 with India's decisive victory over Pakistan in the Indo-Pakistani War that occurred in the last two weeks of the Bangladesh Liberation War, which led to the formation of independent Bangladesh.
","1971 के चुनाव के बाद गाँधी की सबसे बड़ी उपलब्धि दिसंबर 1971 में भारत-पाकिस्तान युद्ध में पाकिस्तान पर भारत की निर्णायक जीत के साथ आई, जो बांग्लादेश मुक्ति युद्ध के अंतिम दो हफ्तों में हुआ, जिसके परिणामस्वरूप स्वतंत्र बांग्लादेश का गठन हुआ।
"
eng_Latn,hin_Deva,"The Congress and other Indian organisations threatened to launch protests if she was not freed.
","कांग्रेस और अन्य भारतीय संगठनों ने उन्हें रिहा नहीं करने पर विरोध प्रदर्शन करने की धमकी दी।
"
eng_Latn,hin_Deva,"She had a rocky start after agreeing to devalue the rupee which created hardship for Indian businesses and consumers.
","रुपये के अवमूल्यन के लिए सहमत होने के बाद उन्होंने एक बुरी शुरुआत का सामना किया, जिसमें भारतीय व्यवसायों और उपभोक्ताओं के लिए कठिनाई पैदा हुई।
"
eng_Latn,hin_Deva,"The Congress Party won a reduced majority in the Lok Sabha after these elections owing to widespread disenchantment over the rising prices of commodities, unemployment, economic stagnation and a food crisis.
","वस्तुओं की बढ़ती कीमतों, बेरोजगारी, आर्थिक निष्क्रियता और खाद्य संकट पर व्यापक निराशा के कारण इन चुनावों के बाद कांग्रेस पार्टी ने लोकसभा में कम बहुमत हासिल किया।
"
eng_Latn,hin_Deva,"During her time in Europe, Indira was plagued with ill-health and was constantly attended to by doctors.
","यूरोप में रहने के दौरान, इंदिरा का स्वास्थ्य खराब रहता था और अक्सर ही उन्हें  डॉक्टरों से उपचार कराना पड़ता था।
"
eng_Latn,hin_Deva,"Indira Gandhi was born Indira Nehru, into a Kashmiri Pandit family on 19November 1917 in Allahabad.
","इंदिरा गाँधी का जन्म 19 नवंबर 1917 को इलाहाबाद में एक कश्मीरी पंडित परिवार में हुआ था जिन्हें इंदिरा नेहरूके नाम से जाना जाता था।
"
eng_Latn,hin_Deva,"During Nehru's premiership from 1947 to 1964, Gandhi was considered a key assistant and accompanied him on his numerous foreign trips.
","1947 से 1964 तक नेहरू के प्रधानमंत्री कार्यकाल के दौरान, गाँधी को एक प्रमुख सहायक माना जाता था और नेहरू की कई विदेश यात्राओं में उनके साथ थीं।
"
eng_Latn,hin_Deva,"Gandhi was the daughter of Jawaharlal Nehru, the 1st prime minister of India.
","गाँधी भारत के प्रथम प्रधानमंत्री, जवाहरलाल नेहरू की पुत्री थीं।
"
eng_Latn,hin_Deva,"Ashoka states that the repentance of these sufferings caused him to devote himself to the practice and propagation of dharma.
","अशोक का कहना है कि इन पीड़ाओं के लिए पश्चाताप करते हुए उन्होंने धर्म के पालन और प्रचार में खुद को समर्पित कर दिया।
"
eng_Latn,hin_Deva,"According to Ashoka's Major Rock Edict 13, he conquered Kalinga 8 years after ascending to the throne.
","अशोक के प्रमुख शिलालेख 13 के अनुसार, उन्होंने सिंहासन पर बैठने के 8 साल बाद कलिंग पर चढ़ाई की थी।
"
eng_Latn,hin_Deva,"Thence arises the remorse of His Sacred Majesty for having conquered the Kalingas because the conquest of a country previously unconquered involves the slaughter, death, and carrying away captive of the people.
","वहाँ से महामहिम को कलिंगों पर विजय प्राप्त करने पर पछतावा शुरू हुआ क्योंकि तब तक अजेय देश पर विजय पाने में लोगों का वध करना, मृत्यु और बंदी बनाना भी शामिल होता है।
"
eng_Latn,hin_Deva,"Both Sri Lankan and North Indian traditions assert that Ashoka was a violent person before Buddhism.
","श्रीलंकाई और उत्तर भारतीय दोनों परंपरागत कथाओं का कहना है कि अशोक बौद्ध धर्म अपनाने से पहले हिंसा में विश्वास रखते थे।
"
eng_Latn,hin_Deva,"However, the Buddhist sources have exaggerated the story, which attempts to portray him as evil before his conversion to Buddhism.
","हालाँकि, बौद्ध स्रोतों ने कहानी को बढ़ा-चढ़ाकर बताया है, जो बौद्ध धर्म में उनके धर्म-परिवर्तन से पहले उन्हें दुष्ट के रूप में चित्रित करने का प्रयास करते हैं।
"
eng_Latn,hin_Deva,"At that instance, the gods did so, Bindusara died, and Ashoka's authority extended to the entire world, including the Yaksha territory located above the earth and the Naga territory located below the earth.
","उस उदाहरण में, देवताओं ने ऐसा किया, बिंदुसार की मृत्यु हो गई, और अशोक की सत्ता पूरी दुनिया तक फैल गई, जिसमें पृथ्वी के ऊपर स्थित यक्ष क्षेत्र और पृथ्वी के नीचे स्थित नाग क्षेत्र भी शामिल था।
"
eng_Latn,hin_Deva,"Susima was still in Takshashila, having been unsuccessful in suppressing the rebellion.
","सुसीमा अभी भी तक्षशिला में थे, जो विद्रोह को दबाने में असफल रहे थे।
"
eng_Latn,hin_Deva,"Legends suggest that Ashoka was not the crown prince, and his ascension on the throne was disputed.
","किंवदंतियाँ ऐसा संकेत देती हैं कि अशोक सिंहासन के उत्तराधिकारी नहीं थे, और सिंहासन पर उनका आरोहण विवादित था।
"
eng_Latn,hin_Deva,"The Mahavamsa states that Devi gave birth to Ashoka's son Mahinda in Ujjain, and two years later, to a daughter named Sanghamitta.
","महावंश में कहा गया है कि देवी ने उज्जैन में अशोक के पुत्र महिंदा को जन्म दिया और दो साल बाद संघमित्ता नामक एक बेटी को जन्म दिया।
"
eng_Latn,hin_Deva,"According to the Dipamvamsa and Mahamvamsa, the woman was Devi the daughter of a merchant.
","दीपवंस और महावंस के अनुसार, यह महिला एक व्यापारी की पुत्री देवी थी।
"
eng_Latn,hin_Deva,"Pataliputra was connected to Ujjain by multiple routes in Ashoka's time, and on the way, Ashoka entourage may have encamped at Rupnath, where his inscription has been found.
","अशोक के समय में पाटलिपुत्र कई मार्गों द्वारा उज्जैन से जुड़ा हुआ था, और रास्ते में, अशोक के दल ने रूपनाथ में डेरा डाला होगा, जहाँ उनका शिलालेख पाया गया है।
"
eng_Latn,hin_Deva,"When Ashoka reached Takshashila, the citizens welcomed him and told him that their rebellion was only against the evil ministers, not the king.
","जब अशोक तक्षशिला पहुँचा, तो नागरिकों ने उसका स्वागत किया और उसे बताया कि उनका विद्रोह केवल बुरे मंत्रियों के खिलाफ था, न कि राजा के खिलाफ।
"
eng_Latn,hin_Deva,"Ashoka declared that weapons would appear before him if he was worthy of being a king, and then, the deities emerged from the earth and provided weapons to the army.
","अशोक ने घोषणा की कि यदि वह एक राजा होने के योग्य है तो हथियार उसके सामने आ जाएँगे, और फिर, देवता पृथ्वी से प्रकट हुए और सेना को हथियार प्रदान किए।
"
eng_Latn,hin_Deva,"This suggests that Bindusara was impressed by the other qualities of the prince.
","इससे पता चलता है कि बिंदुसार राजकुमार के अन्य गुणों से प्रभावित थे।
"
eng_Latn,hin_Deva,"Later, he told Ashoka's mother that her son would be the next king, and on her advice, left the kingdom to avoid Bindusara's wrath.
","बाद में, उन्होंने अशोक की माँ को बताया कि उनका बेटा अगला राजा होगा, और उनकी सलाह पर, बिंदुसार के क्रोध से बचने के लिए राज्य छोड़ दिया।
"
eng_Latn,hin_Deva,"To avoid annoying Bindusara, the ascetic refused to name the successor.
","बिंदुसार को नाराज़ करने से बचने के लिए, तपस्वी ने उत्तराधिकारी का नाम लेने से इनकार कर दिया।
"
eng_Latn,hin_Deva,"Ashoka was reluctant to go because his father disliked him, but his mother convinced him to do so.
","अशोक जाने के लिए अनिच्छुक थे क्योंकि उनके पिता उन्हें नापसंद करते थे, लेकिन उनकी माँ ने उन्हें ऐसा करने के लिए मना लिया।
"
eng_Latn,hin_Deva,"He asked all the princes to assemble at the Garden of the Golden Pavilion on the ascetic's advice.
","उन्होंने तपस्वी की सलाह पर सभी राजकुमारों से स्वर्ण मंडप उद्यान में एकत्रित होने के लिए कहा।
"
eng_Latn,hin_Deva,"However, there is no evidence that Ashoka's mother or grandmother was Greek, and most historians have dismissed the idea.
","हालाँकि, इस बात का कोई प्रमाण नहीं है कि अशोक की माँ या दादी यूनानी थीं, और अधिकांश इतिहासकारों ने इस विचार को खारिज कर दिया है।
"
